Season,Name,Tm,G,TBF,ERA,H,2B,3B,R,ER,HR,BB,IBB,HBP,SO,AVG,OBP,SLG,wOBA,playerId
"Total","Nick Pivetta","PHI",6,24,3.85714285,7,1,2,6,2,0,2,0,0,9,0.31818182,0.375,0.54545455,0.3805713802576065,15454
"Total","Jose De Leon","TBR",1,3,0,1,0,0,1,0,0,0,0,0,1,0.33333333,0.33333333,0.33333333,0.2898690899213155,15463
"Total","Kohl Stewart","MIN",1,3,27.00000027,2,0,0,1,1,0,0,0,0,0,0.66666667,0.66666667,0.66666667,0.579738179842631,15502
"Total","Hunter Harvey","BAL",2,5,0,0,0,0,0,0,0,2,0,0,3,0,0.4,0,0.27611780166625977,15507
"Total","Eric Yardley","SDP",3,4,9,1,0,0,2,1,0,0,0,0,0,0.25,0.25,0.25,0.21740181744098663,15538
"Total","Tyler Rogers","SFG",8,13,3,2,1,0,2,1,0,0,0,1,4,0.18181818,0.25,0.27272727,0.23379061619440714,15541
"Total","Chad Green","NYY",13,21,9,2,2,0,6,5,0,3,0,0,6,0.11764706,0.23809524,0.23529412,0.21448628107706705,15552
"Total","Nick Wittgren","CLE",19,40,1.6875,4,2,0,3,2,1,4,1,0,11,0.11111111,0.2,0.25,0.18752192992430466,15594
"Total","Phillips Valdez","TEX",1,1,9,0,0,0,1,1,0,1,0,0,0,0,1,0,0.6902945041656494,15605
"Total","Yefry Ramirez","BAL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15655
"Total","Miguel Castro","BAL",16,34,12.91304347,8,0,0,11,11,3,3,1,0,8,0.26666667,0.32352941,0.56666667,0.34991617094386707,15684
"Total","Jimmy Cordero","2 Tms",10,17,3.85714286,1,0,0,2,2,0,1,0,1,7,0.06666667,0.17647059,0.06666667,0.13406574726104736,15690
"Total","Joe Jimenez","DET",32,61,5.4,11,2,1,10,9,1,5,0,2,22,0.2037037,0.29508197,0.33333333,0.2767054946696172,15761
"Total","Masahiro Tanaka","NYY",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15764
"Total","Devin Williams","MIL",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15816
"Total","Zack Littell","MIN",5,20,1.8,4,0,0,1,1,1,2,1,0,4,0.23529412,0.31578947,0.41176471,0.2910362448957231,15823
"Total","Paul Fry","BAL",27,55,11.11764706,13,5,0,15,14,1,8,1,2,13,0.29545455,0.42592593,0.47727273,0.38453964804703333,15832
"Total","Wander Suero","WSN",28,66,13.82926829,19,6,0,21,21,2,8,1,0,14,0.34545455,0.40909091,0.56363636,0.393489213173206,15855
"Total","Stephen Tarpley","NYY",3,5,9,0,0,0,2,2,0,0,0,0,5,0,0,0,0,15859
"Total","Fernando Romero","MIN",2,3,26.99999987,0,0,0,3,2,0,0,0,0,0,0,0,0,0,15885
"Total","Lewis Thorpe","MIN",5,10,10.12499999,3,1,1,3,3,0,0,0,0,1,0.33333333,0.3,0.66666667,0.36152868866920473,15906
"Total","Victor Arano","PHI",1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15915
"Total","Ryne Stanek","2 Tms",13,38,6.13636364,8,1,0,7,5,1,10,1,0,9,0.2962963,0.47368421,0.44444444,0.39422957961623734,15947
"Total","Stefan Crichton","ARI",3,4,9,1,1,0,1,1,0,0,0,0,3,0.25,0.25,0.5,0.3041660487651825,16058
"Total","Nick Burdi","PIT",6,13,6.74999999,4,1,1,2,2,0,1,0,0,6,0.33333333,0.38461538,0.58333333,0.3980914354324341,16074
"Total","Edubray Ramos","PHI",4,6,0,1,1,0,0,0,0,0,0,0,2,0.16666667,0.16666667,0.33333333,0.202777365843455,16086
"Total","Cy Sneed","HOU",1,4,13.49999993,2,0,0,1,1,0,0,0,0,1,0.66666667,0.66666667,0.66666667,0.579738179842631,16106
"Total","Daniel Ponce de Leon","STL",1,11,0,2,1,0,0,0,0,2,1,0,3,0.22222222,0.36363636,0.33333333,0.2776565968990326,16110
"Total","Jordan Romano","TOR",7,17,13.5,2,0,0,6,6,1,2,0,1,8,0.14285714,0.29411765,0.35714286,0.2887616648393519,16122
"Total","David Hess","BAL",2,9,0,1,0,0,1,0,0,1,0,1,1,0.16666667,0.33333333,0.16666667,0.25323530038197833,16130
"Total","Justin Shafer","TOR",7,23,3.6,6,0,0,2,2,0,4,2,0,3,0.31578947,0.43478261,0.31578947,0.314201553662618,16132
"Total","Jace Fry","CHW",16,35,10.28571429,7,3,0,9,8,0,6,3,0,11,0.24137931,0.37142857,0.34482759,0.2874782867729664,16159
"Total","Justin Anderson","LAA",15,29,5.625,4,2,0,5,5,0,3,0,0,9,0.16,0.25,0.24,0.22297951579093933,16201
"Total","Aaron Bummer","CHW",29,72,2.04545455,8,0,0,6,5,0,5,1,0,19,0.12121212,0.18309859,0.12121212,0.13882908821105958,16258
"Total","Sam Howard","COL",4,9,0,2,0,0,0,0,0,1,0,1,2,0.33333333,0.5,0.33333333,0.39359062165021896,16265
"Total","John Means","BAL",2,11,0,1,0,0,0,0,0,2,0,0,5,0.11111111,0.27272727,0.11111111,0.20456329800865866,16269
"Total","Jesus Tinoco","COL",5,8,3.375,0,0,0,2,1,0,2,0,0,2,0,0.25,0,0.17257362604141235,16300
"Total","Gerardo Reyes","SDP",5,8,40.5000001,3,1,0,6,6,2,1,0,0,2,0.42857143,0.5,1.42857143,0.7232538610696793,16306
"Total","Alex McRae","PIT",3,17,14.72727271,6,1,0,7,6,2,1,0,1,4,0.4,0.47058824,0.86666667,0.5361216839622048,16317
"Total","Brad Wieck","2 Tms",17,32,14.2105263,6,1,0,10,10,2,5,0,2,8,0.25,0.40625,0.54166667,0.39357695542275906,16390
"Total","Yonny Chirinos","TBR",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16401
"Total","James Norwood","CHC",1,2,9,1,1,0,1,1,0,1,0,0,0,1,1,2,0.9534793496131897,16440
"Total","Joe Harvey","2 Tms",3,3,0,0,0,0,0,0,0,1,0,0,2,0,0.33333333,0,0.23009816805521646,16459
"Total","Ryan Yarbrough","TBR",8,13,10.80000001,4,2,0,4,4,0,1,0,0,3,0.33333333,0.38461538,0.5,0.3740644179857694,16502
"Total","Dan Altavilla","SEA",4,8,20.25000005,2,0,0,3,3,1,2,0,0,1,0.33333333,0.5,0.83333333,0.5237165465950966,16507
"Total","Harrison Musgrave","COL",3,9,0,1,1,0,0,0,0,2,1,0,2,0.14285714,0.33333333,0.28571429,0.23836983740329742,16532
"Total","Erik Swanson","SEA",2,8,0,0,0,0,0,0,0,1,0,1,4,0,0.25,0,0.17618880420923233,16587
"Total","Jonathan Holder","NYY",11,23,21.2142857,9,2,0,13,11,1,1,0,0,4,0.40909091,0.43478261,0.63636364,0.4469914177189703,16588
"Total","Kyle Bird","TEX",1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16618
"Total","Jeff Brigham","MIA",8,26,1.92857143,6,0,0,1,1,0,5,1,1,5,0.3,0.46153846,0.3,0.34792150259017945,16631
"Total","Brock Stewart","TOR",1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16727
"Total","Josh James","HOU",15,44,8.1,4,1,0,9,9,1,9,0,1,22,0.11764706,0.31818182,0.23529412,0.2688018476421183,16794
"Total","Tim Hill","KCR",14,19,2.25,5,0,0,1,1,1,1,1,2,2,0.33333333,0.44444444,0.53333333,0.40331747251398425,16814
"Total","Reed Garrett","DET",1,2,54.00000054,2,0,0,2,2,0,0,0,0,0,1,1,1,0.8696072697639465,16866
"Total","Aaron Wilkerson","MIL",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16904
"Total","Touki Toussaint","ATL",8,18,8.30769231,4,3,0,5,4,0,1,0,1,4,0.25,0.33333333,0.4375,0.32939501603444415,16929
"Total","Elieser Hernandez","MIA",1,2,27,1,0,0,3,3,1,1,0,0,0,1,1,4,1.3149152994155884,16933
"Total","Sean Newcomb","ATL",18,40,5,8,0,0,6,5,1,4,1,2,9,0.24242424,0.35,0.33333333,0.29579749626991075,16943
"Total","Jake Jewell","LAA",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16958
"Total","Daniel Mengden","OAK",2,1,54.00000054,0,0,0,2,2,0,0,0,0,0,0,0,0,0,16980
"Total","Tyler Beede","SFG",2,1,18,0,0,0,2,2,0,1,0,0,0,0,1,0,0.6902945041656494,16981
"Total","Trevor Hildenberger","MIN",10,19,3.6,2,0,0,2,2,0,3,0,0,6,0.13333333,0.26315789,0.13333333,0.20053147642236008,17002
"Total","Ariel Jurado","TEX",5,11,0,3,0,0,1,0,0,2,0,0,2,0.375,0.5,0.375,0.39894108176231385,17030
"Total","Raisel Iglesias","CIN",43,114,6.49367089,29,6,0,19,19,5,8,2,1,32,0.2815534,0.33628319,0.48543689,0.3379421572427492,17130
"Total","Domingo German","NYY",2,3,0,0,0,0,0,0,0,0,0,1,0,0,0.33333333,0,0.23973864316940308,17149
"Total","Gabe Speier","KCR",2,1,27.00000027,0,0,0,1,1,0,0,0,0,1,0,0,0,0,17170
"Total","Yoan Lopez","ARI",24,43,8.1,12,2,0,11,9,2,4,1,0,4,0.32432432,0.37209302,0.54054054,0.36524148214431035,17181
"Total","Jalen Beeks","TBR",12,23,6.42857143,4,1,0,8,5,1,1,0,1,2,0.22222222,0.27272727,0.44444444,0.28658751195127313,17192
"Total","Austin Brice","MIA",10,18,8.10000001,3,0,0,3,3,1,5,1,0,5,0.23076923,0.44444444,0.46153846,0.3788193324032952,17237
"Total","Sam Coonrod","SFG",7,8,13.50000003,3,0,0,2,2,0,1,1,0,1,0.42857143,0.5,0.42857143,0.37268882989883423,17264
"Total","Ranger Suarez","PHI",8,26,2.84210526,6,1,0,2,2,0,2,0,0,6,0.26086957,0.32,0.30434783,0.27781158208847045,17277
"Total","Thomas Pannone","TOR",6,16,10.80000001,4,0,0,4,4,0,2,0,0,3,0.30769231,0.375,0.30769231,0.3036886304616928,17281
"Total","Framber Valdez","HOU",3,4,81.00000081,3,1,0,4,3,0,0,0,0,1,0.75,0.75,1,0.7389696836471558,17295
"Total","Josh Taylor","BOS",12,21,5.4,3,0,0,3,3,0,3,0,0,6,0.16666667,0.28571429,0.16666667,0.22284311056137085,17359
"Total","Brett Martin","TEX",12,28,3,4,1,0,3,2,0,3,1,0,5,0.17391304,0.25,0.2173913,0.19281759306236548,17369
"Total","Erick Fedde","WSN",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17425
"Total","Jonathan Hernandez","TEX",2,6,0,0,0,0,0,0,0,1,0,0,0,0,0.16666667,0,0.11504908402760823,17464
"Total","Heath Fillmyer","KCR",2,5,40.4999998,2,0,0,3,3,1,1,0,0,1,0.5,0.6,1.25,0.6998875737190247,17466
"Total","Chad Sobotka","ATL",7,11,15,1,0,0,5,5,1,3,0,0,3,0.125,0.36363636,0.5,0.36458360065113415,17470
"Total","Genesis Cabrera","STL",3,3,26.99999987,1,1,0,4,2,0,0,0,0,2,0.33333333,0.33333333,0.66666667,0.40555473168691,17490
"Total","Diego Castillo","TBR",31,72,5.09433962,12,4,0,13,10,1,9,3,2,21,0.20338983,0.32394366,0.3220339,0.2716712154009763,17496
"Total","Ryan Burr","CHW",2,3,0,3,0,0,2,0,0,0,0,0,0,1,1,1,0.8696072697639465,17536
"Total","Tanner Scott","BAL",4,8,45,2,1,0,6,5,0,4,0,0,1,0.5,0.75,0.75,0.6059311851859093,17586
"Total","Tanner Rainey","WSN",12,27,10.5,3,1,0,8,7,1,5,0,0,11,0.14285714,0.30769231,0.33333333,0.2875876953968635,17610
"Total","Taylor Clarke","ARI",2,6,5.39999999,1,0,0,1,1,1,0,0,0,2,0.16666667,0.16666667,0.66666667,0.3232560157775879,17611
"Total","Jeffrey Springs","TEX",2,4,40.4999998,2,1,0,3,3,0,0,0,0,0,0.5,0.5,0.75,0.5215678662061691,17677
"Total","Evan Phillips","BAL",4,13,22.5,4,1,0,5,5,0,2,0,1,3,0.4,0.53846154,0.5,0.45579161093785214,17734
"Total","Tyler Alexander","DET",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17735
"Total","Jose Alvarado","TBR",21,57,6.54545455,13,2,0,8,8,0,12,1,0,14,0.325,0.46296296,0.375,0.36966505478013234,17780
"Total","Trey Wingenter","SDP",17,40,6.75,7,2,0,7,7,2,7,0,1,11,0.22580645,0.38461538,0.48387097,0.3710897396772336,17793
"Total","Dillon Tate","BAL",6,16,8.10000001,4,1,0,3,3,0,2,0,0,2,0.28571429,0.375,0.35714286,0.3253796882927418,17796
"Total","Daniel Zamora","NYM",5,5,26.99999987,3,1,0,2,2,1,1,0,0,0,0.75,0.8,1.75,0.9432204127311706,17811
"Total","Jose Rodriguez","LAA",1,8,0,1,0,0,0,0,0,2,0,0,2,0.16666667,0.375,0.16666667,0.28127453476190567,17860
"Total","Ian Gibaut","TEX",1,1,27,1,0,0,3,3,1,0,0,0,0,1,1,4,1.9395360946655273,17871
"Total","Nestor Cortes","NYY",8,16,9,3,0,0,4,4,1,2,0,1,2,0.25,0.375,0.5,0.36115972325205803,17874
"Total","Dennis Santana","LAD",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17878
"Total","Trent Thornton","TOR",1,4,9,1,0,0,1,1,0,0,0,0,0,0.5,0.33333333,0.5,0.2898690899213155,17948
"Total","Bobby Poyner","BOS",3,3,81.00000081,2,1,1,3,3,0,0,0,0,0,0.66666667,0.66666667,1.66666667,0.9152265389760336,17987
"Total","Pete Fairbanks","2 Tms",9,14,16.87500004,5,1,0,7,5,0,1,0,0,3,0.38461538,0.42857143,0.46153846,0.38467055559158325,17998
"Total","Phil Maton","SDP",4,5,40.5000001,1,1,0,6,6,0,0,0,0,2,0.2,0.2,0.4,0.243332839012146,18064
"Total","Matt Hall","DET",3,6,27,2,0,0,3,3,0,1,1,0,2,0.4,0.5,0.4,0.3478429079055786,18076
"Total","Cody Stashak","MIN",2,3,13.49999993,1,0,0,1,1,1,0,0,0,0,0.33333333,0.33333333,1.33333333,0.6465120315551758,18088
"Total","Chance Adams","NYY",3,4,108.00000108,3,0,0,4,4,1,0,0,0,1,0.75,0.75,1.5,0.9196876585483551,18135
"Total","Ryan Helsley","STL",4,8,3.375,2,0,0,1,1,1,0,0,0,2,0.25,0.25,0.625,0.35114292055368423,18138
"Total","Zac Grotz","SEA",6,11,6,1,0,0,3,2,0,1,0,0,3,0.1,0.18181818,0.1,0.14180925217541782,18256
"Total","Jarlin Garcia","MIA",15,31,3.52173913,5,1,0,3,3,0,3,1,0,6,0.18518519,0.26666667,0.22222222,0.2095062856016488,18282
"Total","Tyler Kinley","MIA",13,30,4.76470588,4,1,0,3,3,0,9,0,0,8,0.19047619,0.43333333,0.23809524,0.33460455139478046,18297
"Total","Andrew Suarez","SFG",6,9,4.5,2,0,0,1,1,0,1,0,0,2,0.25,0.33333333,0.25,0.2699454492992825,18300
"Total","Taylor Guilbeau","SEA",4,6,40.4999998,3,0,1,3,3,1,1,1,0,0,0.6,0.66666667,1.6,0.8676317572593689,18306
"Total","Carson Fulmer","CHW",4,14,6.74999999,2,0,0,2,2,0,3,0,2,2,0.25,0.5,0.25,0.37489499364580425,18311
"Total","Jacob Waguespack","TOR",2,2,54.00000054,1,0,0,2,2,0,0,0,0,0,0.5,0.5,0.5,0.43480363488197327,18318
"Total","Josh Sborz","LAD",1,3,13.49999993,2,0,0,1,1,1,0,0,0,0,0.66666667,0.66666667,1.66666667,0.9363811214764913,18323
"Total","Alex Young","ARI",1,4,0,1,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.21740181744098663,18333
"Total","Josh Staumont","KCR",2,9,0,1,0,0,0,0,0,2,1,0,2,0.14285714,0.33333333,0.14285714,0.1949877217411995,18335
"Total","Nick Anderson","2 Tms",28,64,8.4,13,1,1,14,14,3,7,2,0,22,0.22807018,0.3125,0.43859649,0.3060099770945887,18337
"Total","Jaime Barria","LAA",3,3,53.99999973,2,0,0,4,4,1,0,0,0,0,0.66666667,0.66666667,1.66666667,0.9363811214764913,18356
"Total","Thomas Eshelman","BAL",2,5,5.39999999,0,0,0,1,1,0,0,0,0,2,0,0,0,0,18361
"Total","Trevor Kelley","BOS",2,6,13.50000003,1,0,0,2,2,0,1,0,0,1,0.25,0.33333333,0.25,0.259983628988266,18454
"Total","Junior Fernandez","STL",3,7,13.50000003,2,0,0,2,2,1,1,0,0,0,0.33333333,0.42857143,0.83333333,0.49991969551358906,18496
"Total","Kenta Maeda","LAD",4,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,18498
"Total","Josh Rogers","BAL",1,1,27,1,0,0,3,3,1,0,0,0,0,1,1,4,1.9395360946655273,18510
"Total","Logan Allen","SDP",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18555
"Total","Travis Bergen","SFG",3,4,0,1,1,0,0,0,0,0,0,0,2,0.25,0.25,0.5,0.3041660487651825,18581
"Total","Travis Lakins Sr.","BOS",4,10,33.75000008,3,1,0,5,5,0,2,0,1,0,0.5,0.6,0.66666667,0.5055683672428131,18600
"Total","A.J. Minter","ATL",15,38,10.79999999,12,2,0,8,8,2,6,2,0,10,0.38709677,0.48648649,0.64516129,0.45801247869219097,18655
"Total","Freddy Peralta","MIL",12,25,11.11764705,4,0,0,7,7,2,4,0,0,8,0.19047619,0.32,0.47619048,0.3351785898208618,18679
"Total","Seunghwan Oh","COL",5,9,19.28571431,1,0,0,5,5,1,1,0,0,1,0.125,0.22222222,0.5,0.2922033998701308,18719
"Total","Miguel Del Pozo","LAA",5,4,27,2,0,0,3,3,0,2,0,0,0,1,1,1,0.779950886964798,18792
"Total","Drew Steckenrider","MIA",3,6,26.99999987,3,0,0,2,2,1,0,0,1,2,0.6,0.66666667,1.2,0.732994427283605,18806
"Total","Miguel Diaz","SDP",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18815
"Total","Kyle Keller","MIA",2,5,4.5,0,0,0,1,1,0,0,0,0,3,0,0,0,0,18890
"Total","Jose Quijada","MIA",12,21,3.85714285,4,2,0,3,2,1,3,2,0,7,0.22222222,0.33333333,0.5,0.31225085572192546,19200
"Total","Dakota Hudson","STL",1,3,0,0,0,0,0,0,0,1,0,0,0,0,0.33333333,0,0.23009816805521646,19206
"Total","Seranthony Dominguez","PHI",12,27,7.10526316,5,1,1,7,5,0,4,0,0,7,0.22727273,0.34615385,0.36363636,0.31214151703394377,19249
"Total","Gerson Bautista","SEA",1,1,27.00000027,0,0,0,1,1,0,0,0,0,0,0,0,0,0,19256
"Total","T.J. Zeuch","TOR",1,2,27.00000027,1,0,0,1,1,0,0,0,0,0,0.5,0.5,0.5,0.43480363488197327,19269
"Total","Jacob Webb","ATL",10,17,0,2,0,0,0,0,0,0,0,0,3,0.11764706,0.11764706,0.11764706,0.10230673761928782,19274
"Total","Edgar Garcia","PHI",4,5,0,0,0,0,0,0,0,1,0,0,0,0,0.2,0,0.13805890083312988,19276
"Total","Kyle Dowdy","TEX",5,9,27,2,0,0,3,3,1,3,1,0,1,0.4,0.55555556,1,0.5237165465950966,19285
"Total","Trevor Richards","TBR",2,5,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,19309
"Total","Reggie McClain","SEA",3,5,9,1,1,0,1,1,0,1,0,0,0,0.25,0.4,0.5,0.38139173984527586,19311
"Total","Cal Quantrill","SDP",3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19312
"Total","Matthew Festa","SEA",6,17,4.5,4,0,1,2,2,0,2,1,0,2,0.30769231,0.375,0.46153846,0.3218754490216573,19330
"Total","Richard Lovelady","KCR",7,16,27.00000004,6,2,0,7,7,1,3,2,0,2,0.5,0.6,0.91666667,0.590152369095729,19337
"Total","Hector Velazquez","BOS",3,12,6.74999999,3,1,0,2,2,1,2,0,0,1,0.3,0.41666667,0.7,0.45053304731845856,19341
"Total","A.J. Puk","OAK",3,3,27.00000027,1,0,0,1,1,0,1,0,0,0,0.5,0.66666667,0.5,0.519967257976532,19343
"Total","Caleb Ferguson","LAD",9,11,27,3,0,0,7,6,1,3,0,0,3,0.375,0.54545455,0.75,0.522694013335488,19349
"Total","Corbin Burnes","MIL",10,24,4.90909091,3,0,0,5,4,0,1,0,0,11,0.13043478,0.16666667,0.13043478,0.13746317972739538,19361
"Total","Tony Gonsolin","LAD",1,2,54.00000054,1,1,0,2,2,0,0,0,0,0,0.5,0.5,1,0.608332097530365,19388
"Total","Colin Poche","TBR",27,51,7.90243902,8,2,0,12,12,3,5,0,1,19,0.18181818,0.28,0.43181818,0.30062893867492674,19403
"Total","Shaun Anderson","SFG",6,13,2.7,3,1,0,1,1,0,2,0,0,3,0.27272727,0.38461538,0.36363636,0.33357444176307094,19453
"Total","Bryan Garcia","DET",4,4,54,2,0,0,6,6,1,0,0,0,0,0.5,0.5,1.25,0.7022858411073685,19457
"Total","Andrew Vasquez","MIN",1,3,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0.6999349792798361,19482
"Total","Mike Shawaryn","BOS",5,8,94.49999953,2,0,0,7,7,1,4,0,0,2,0.5,0.75,1.25,0.6962901726365089,19495
"Total","Stephen Nogosek","NYM",1,3,9,2,1,0,1,1,0,1,0,0,0,1,1,1.5,0.925521989663442,19545
"Total","Jon Duplantier","ARI",5,28,0,4,0,0,0,0,0,2,0,2,9,0.16666667,0.28571429,0.16666667,0.22490892665726797,19546
"Total","JD Hammer","PHI",3,5,18,2,0,0,2,2,0,0,0,0,1,0.4,0.4,0.4,0.3478429079055786,19548
"Total","Geoff Hartlieb","PIT",4,5,18,2,0,0,2,2,0,0,0,0,0,0.4,0.4,0.4,0.3478429079055786,19558
"Total","David Bednar","SDP",2,4,53.99999973,1,0,0,4,4,1,1,0,0,0,0.33333333,0.5,1.33333333,0.6574576497077942,19569
"Total","Cionel Perez","HOU",2,7,10.79999998,2,0,0,2,2,1,0,0,0,1,0.28571429,0.28571429,0.71428571,0.4013061949184963,19614
"Total","Jordan Hicks","STL",13,34,7.56,7,2,0,7,7,0,4,0,0,7,0.23333333,0.32352941,0.3,0.28066302222364087,19618
"Total","Gregory Soto","DET",6,13,18,4,0,0,6,6,2,1,0,0,2,0.33333333,0.38461538,0.83333333,0.4852754794634305,19677
"Total","Dustin May","LAD",5,12,23.62499997,5,0,0,7,7,1,0,0,1,3,0.45454545,0.5,0.72727273,0.5114317586024603,19716
"Total","Jonathan Loaisiga","NYY",3,9,3.85714286,2,0,0,1,1,0,0,0,1,2,0.28571429,0.33333333,0.28571429,0.2731589410040114,19753
"Total","Yoshihisa Hirano","ARI",27,68,11.76923077,18,2,0,19,17,4,11,2,2,16,0.34615385,0.46268657,0.61538462,0.43504372926858753,19756
"Total","David McKay","DET",4,10,10.12499999,2,0,0,3,3,0,2,1,0,2,0.25,0.4,0.25,0.2699454492992825,19814
"Total","Darwinzon Hernandez","BOS",2,9,16.19999997,2,0,0,3,3,0,2,0,0,4,0.28571429,0.44444444,0.28571429,0.3466448386510213,19848
"Total","Griffin Canning","LAA",1,7,36,3,0,0,4,4,1,1,0,0,2,0.5,0.57142857,1,0.6241493054798671,19867
"Total","Kevin Ginkel","ARI",10,23,0,3,0,0,1,0,0,1,0,0,6,0.14285714,0.18181818,0.14285714,0.14995983242988586,19876
"Total","Jose Suarez","LAA",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19911
"Total","Jesus Luzardo","OAK",2,9,0,0,0,0,0,0,0,1,0,1,4,0,0.22222222,0,0.15661227040820652,19959
"Total","Joel Kuhnel","CIN",2,5,0,0,0,0,0,0,0,1,0,0,1,0,0.2,0,0.13805890083312988,19995
"Total","John Schreiber","DET",2,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,20020
"Total","Phillip Diehl","COL",2,4,0,0,0,0,0,0,0,1,0,0,0,0,0.25,0,0.17257362604141235,20030
"Total","Michel Baez","SDP",2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20100
"Total","Brendan McKay","TBR",1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20186
"Total","Brusdar Graterol","MIN",3,10,13.50000003,6,1,0,2,2,0,1,1,0,0,0.75,0.7,0.875,0.6183000604311625,20367
"Total","Andres Munoz","SDP",8,18,5.78571428,1,1,0,3,3,0,2,0,0,7,0.06666667,0.17647059,0.13333333,0.1527796001995311,20373
"Total","Anthony Kay","TOR",1,1,27.00000027,0,0,0,1,1,0,0,0,0,0,0,0,0,0,20387
"Total","Emmanuel Clase","TEX",8,21,5.4,4,1,1,4,3,0,1,0,0,5,0.2,0.23809524,0.35,0.24643755526769728,21032